time,x,y
47.733333,997,670
47.766667,996,681
47.800000,996,686
47.833333,996,686
47.866667,995,696
47.900000,994,701
47.933333,994,705
47.966667,994,709
48.000000,993,711
48.033333,993,715
48.066667,993,718
48.100000,992,721
48.133333,992,724
48.166667,992,726
48.200000,992,726
48.233333,992,726
48.266667,992,728
48.300000,992,729
48.333333,992,729
48.366667,992,730
48.400000,992,729
48.433333,993,728
48.466667,993,726
48.500000,993,725
48.533333,993,724
48.566667,993,723
48.600000,994,720
48.633333,994,716
48.666667,995,713
48.700000,995,710
48.733333,995,706
48.766667,996,703
48.800000,996,703
48.833333,997,694
48.866667,997,694
48.900000,998,683
48.933333,998,679
48.966667,999,674
49.000000,1000,669
49.033333,1001,662
49.066667,1002,654
49.100000,1002,649
49.133333,1002,644
49.166667,1003,638
49.200000,1004,630
49.233333,1005,622
49.266667,1006,615
49.300000,1006,615
49.333333,1008,602
49.366667,1008,602
49.400000,1009,588
49.433333,1010,581
49.466667,1011,572
49.500000,1013,564
49.533333,1013,558
49.566667,1014,552
49.600000,1015,544
49.633333,1017,536
49.666667,1018,529
49.700000,1019,522
49.733333,1019,515
49.766667,1020,509
49.800000,1022,503
49.833333,1022,502
49.866667,1024,488
49.900000,1025,482
49.933333,1026,477
49.966667,1027,470
50.000000,1028,464
50.033333,1029,459
50.066667,1030,454
50.100000,1032,448
50.133333,1033,443
50.166667,1033,439
50.200000,1034,436
50.233333,1035,431
50.266667,1037,427
50.300000,1038,423
50.333333,1038,423
50.366667,1040,419
50.400000,1041,416
50.433333,1042,414
50.466667,1043,412
50.500000,1044,410
50.533333,1044,410
50.566667,1046,409
50.600000,1046,408
50.633333,1047,408
50.666667,1048,409
50.700000,1049,409
50.733333,1050,410
50.766667,1051,412
50.800000,1051,413
50.833333,1051,413
50.866667,1053,418
50.900000,1054,420
50.933333,1055,423
50.966667,1055,427
51.000000,1056,431
51.033333,1057,435
51.066667,1057,439
51.100000,1058,443
51.133333,1058,448
51.166667,1059,454
51.200000,1059,459
51.233333,1060,464
51.266667,1060,470
51.300000,1060,476
51.333333,1060,476
51.366667,1061,489
51.400000,1061,495
51.433333,1061,495
51.466667,1062,509
51.500000,1062,515
51.533333,1062,522
51.566667,1062,530
51.600000,1062,537
51.633333,1062,545
51.666667,1062,552
51.700000,1062,559
51.733333,1062,566
51.766667,1062,574
51.800000,1061,581
51.833333,1061,581
51.866667,1061,597
51.900000,1060,603
51.933333,1060,603
51.966667,1060,618
52.000000,1059,625
52.033333,1058,632
52.066667,1058,638
52.100000,1057,645
52.133333,1057,651
52.166667,1056,658
52.200000,1055,664
52.233333,1055,670
52.266667,1054,676
52.300000,1053,681
52.333333,1052,686
52.366667,1051,691
52.400000,1051,691
52.433333,1049,701
52.466667,1048,705
52.500000,1048,709
52.533333,1046,712
52.566667,1046,715
52.600000,1044,718
52.633333,1043,721
52.666667,1042,724
52.700000,1041,726
52.733333,1039,727
52.766667,1038,728
52.800000,1037,729
52.833333,1037,729
52.866667,1034,731
52.900000,1033,730
52.933333,1033,730
52.966667,1030,729
53.000000,1029,729
53.033333,1028,725
53.066667,1026,724
53.100000,1025,723
53.133333,1023,720
53.166667,1022,717
53.200000,1021,714
53.233333,1019,711
53.266667,1019,711
53.300000,1018,707
53.333333,1016,703
53.366667,1015,699
53.400000,1015,700
53.433333,1013,688
53.466667,1011,684
53.500000,1009,681
53.533333,1008,674
53.566667,1007,668
53.600000,1005,662
53.633333,1004,656
53.666667,1003,649
53.700000,1002,643
53.733333,1001,637
53.766667,1000,630
53.800000,999,622
53.833333,998,615
53.866667,998,615
53.900000,995,602
53.933333,995,602
53.966667,992,588
54.000000,992,580
54.033333,991,571
54.066667,990,565
54.100000,988,559
54.133333,988,553
54.166667,987,544
54.200000,987,536
54.233333,986,528
54.266667,986,523
54.300000,985,516
54.333333,984,509
54.366667,983,502
54.400000,982,495
54.433333,982,495
54.466667,981,483
54.500000,981,477
54.533333,980,472
54.566667,980,466
54.600000,980,460
54.633333,981,454
54.666667,981,449
54.700000,980,444
54.733333,980,441
54.766667,980,437
54.800000,980,433
54.833333,980,428
54.866667,980,425
54.900000,980,425
54.933333,979,421
54.966667,979,421
55.000000,980,416
55.033333,981,414
55.066667,981,412
55.100000,982,412
55.133333,982,412
55.166667,982,411
55.200000,983,411
55.233333,984,411
55.266667,984,412
55.300000,984,412
55.333333,985,415
55.366667,985,417
55.400000,987,418
55.433333,988,420
55.466667,988,423
55.500000,988,423
55.533333,990,430
55.566667,991,433
55.600000,993,437
55.633333,994,441
55.666667,995,445
55.700000,996,450
55.733333,996,456
55.766667,997,462
55.800000,998,467
55.833333,999,473
55.866667,1001,478
55.900000,1002,484
55.933333,1003,491
55.966667,1003,491
56.000000,1006,504
56.033333,1007,511
56.066667,1007,511
56.100000,1010,524
56.133333,1011,531
56.166667,1012,538
56.200000,1014,546
56.233333,1015,553
56.266667,1016,560
56.300000,1018,568
56.333333,1019,575
56.366667,1021,582
56.400000,1022,589
56.433333,1024,596
56.466667,1025,603
56.500000,1027,610
56.533333,1027,610
56.566667,1029,625
56.600000,1031,632
56.633333,1032,638
56.666667,1033,645
56.700000,1034,651
56.733333,1036,657
56.766667,1037,663
56.800000,1038,669
56.833333,1040,675
56.866667,1041,680
56.900000,1042,684
56.933333,1044,689
56.966667,1044,689
57.000000,1046,699
57.033333,1046,699
57.066667,1048,707
57.100000,1049,710
57.133333,1050,713
57.166667,1051,716
57.200000,1052,719
57.233333,1053,721
57.266667,1054,723
57.300000,1055,724
57.333333,1056,726
57.366667,1056,726
57.400000,1057,728
57.433333,1057,728
57.466667,1057,728
57.500000,1058,727
57.533333,1059,726
57.566667,1059,726
57.600000,1060,724
57.633333,1060,723
57.666667,1061,721
57.700000,1061,718
57.733333,1061,715
57.766667,1061,712
57.800000,1061,709
57.833333,1061,706
57.866667,1061,701
57.900000,1061,697
57.933333,1061,692
57.966667,1061,687
58.000000,1061,687
58.033333,1061,678
58.066667,1060,672
58.100000,1060,666
58.133333,1060,660
58.166667,1060,654
58.200000,1059,647
58.233333,1058,641
58.266667,1058,635
58.300000,1057,628
58.333333,1056,621
58.366667,1056,615
58.400000,1055,608
58.433333,1054,600
58.466667,1054,592
58.500000,1053,586
58.533333,1053,586
58.566667,1051,570
58.600000,1051,563
58.633333,1049,557
58.666667,1048,549
58.700000,1047,541
58.733333,1047,541
58.766667,1045,528
58.800000,1044,521
58.833333,1043,513
58.866667,1042,507
58.900000,1041,500
58.933333,1040,494
58.966667,1039,486
59.000000,1038,481
59.033333,1037,475
59.066667,1036,469
59.100000,1036,469
59.133333,1033,458
59.166667,1032,454
59.200000,1030,448
59.233333,1029,443
59.266667,1028,439
59.300000,1027,435
59.333333,1026,431
59.366667,1025,428
59.400000,1023,424
59.433333,1022,421
59.466667,1021,418
59.500000,1020,416
59.533333,1020,416
59.566667,1017,413
59.600000,1016,412
59.633333,1015,410
59.666667,1014,410
59.700000,1013,410
59.733333,1012,410
59.766667,1012,410
59.800000,1010,411
59.833333,1009,411
59.866667,1008,413
59.900000,1007,415
59.933333,1006,417
59.966667,1005,420
60.000000,1004,423
60.033333,1003,426
60.066667,1003,426
60.100000,1001,433
60.133333,1000,437
60.166667,999,442
60.200000,998,446
60.233333,998,452
60.266667,997,456
60.300000,997,462
60.333333,996,467
60.366667,995,474
60.400000,995,480
60.433333,994,486
60.466667,993,492
60.500000,992,499
60.533333,992,499
60.566667,992,513
60.600000,991,519
60.633333,991,519
60.666667,991,534
60.700000,991,540
60.733333,990,548
60.766667,990,555
60.800000,990,563
60.833333,990,570
60.866667,990,578
60.900000,989,585
60.933333,989,592
60.966667,989,600
61.000000,989,607
61.033333,989,614
61.066667,989,614
61.100000,990,628
61.133333,990,628
61.166667,991,641
61.200000,991,647
61.233333,991,653
61.266667,991,659
61.300000,991,665
61.333333,992,671
61.366667,992,676
61.400000,993,681
61.433333,993,686
61.466667,994,691
61.500000,994,695
61.533333,995,699
61.566667,996,703
61.600000,996,703
61.633333,997,710
61.666667,997,710
61.700000,999,716
61.733333,1000,719
61.766667,1000,721
61.800000,1001,723
61.833333,1002,725
61.866667,1003,725
61.900000,1004,726
61.933333,1005,727
61.966667,1006,727
62.000000,1007,727
62.033333,1008,726
62.066667,1009,725
62.100000,1010,724
62.133333,1010,724
62.166667,1012,720
62.200000,1012,720
62.233333,1014,716
62.266667,1015,713
62.300000,1016,709
62.333333,1017,706
62.366667,1019,702
62.400000,1020,698
62.433333,1021,694
62.466667,1022,690
62.500000,1023,685
62.533333,1024,680
62.566667,1025,675
62.600000,1027,670
62.633333,1027,670
62.666667,1029,656
62.700000,1030,653
62.733333,1031,646
62.766667,1032,638
62.800000,1033,631
62.833333,1034,626
62.866667,1035,619
62.900000,1036,611
62.933333,1038,604
62.966667,1038,598
63.000000,1039,591
63.033333,1040,583
63.066667,1041,575
63.100000,1041,575
63.133333,1043,561
63.166667,1044,554
63.200000,1045,546
63.233333,1046,539
63.266667,1047,532
63.300000,1048,526
63.333333,1048,519
63.366667,1049,511
63.400000,1050,504
63.433333,1051,499
63.466667,1051,493
63.500000,1052,486
63.533333,1053,479
63.566667,1053,479
63.600000,1054,469
63.633333,1055,463
63.666667,1055,463
63.700000,1056,451
63.733333,1056,448
63.766667,1057,444
63.800000,1057,439
63.833333,1057,439
63.866667,1058,431
63.900000,1058,428
63.933333,1059,424
63.966667,1059,420
64.000000,1060,418
64.033333,1060,416
64.066667,1060,414
64.100000,1060,412
64.133333,1060,411
64.166667,1060,410
64.200000,1060,410
64.233333,1061,410
64.266667,1061,410
64.300000,1061,410
64.333333,1061,411
64.366667,1061,413
64.400000,1061,414
64.433333,1061,415
64.466667,1061,415
64.500000,1060,417
64.533333,1060,420
64.566667,1060,423
64.600000,1060,423
64.633333,1059,433
64.666667,1059,433
64.700000,1059,442
64.733333,1058,446
64.766667,1058,451
64.800000,1058,456
64.833333,1057,461
64.866667,1057,467
64.900000,1056,473
64.933333,1056,479
64.966667,1055,485
65.000000,1055,492
65.033333,1054,498
65.066667,1053,505
65.100000,1053,512
65.133333,1052,518
65.166667,1051,526
65.200000,1051,526
65.233333,1050,541
65.266667,1050,541
65.300000,1048,555
65.333333,1047,563
65.366667,1046,570
65.400000,1045,577
65.433333,1044,585
65.466667,1044,593
65.500000,1043,600
65.533333,1041,607
65.566667,1040,614
65.600000,1040,621
65.633333,1038,628
65.666667,1037,635
65.700000,1036,642
65.733333,1036,642
65.766667,1034,654
65.800000,1033,660
65.833333,1032,666
65.866667,1031,672
65.900000,1030,677
65.933333,1028,682
65.966667,1027,688
66.000000,1026,692
66.033333,1025,697
66.066667,1024,701
66.100000,1023,705
66.133333,1022,709
66.166667,1022,709
66.200000,1019,715
66.233333,1018,718
66.266667,1018,718
66.300000,1016,723
66.333333,1015,724
66.366667,1014,726
66.400000,1012,726
66.433333,1011,728
66.466667,1010,728
66.500000,1009,728
66.533333,1008,728
66.566667,1007,727
66.600000,1006,726
66.633333,1005,725
66.666667,1004,723
66.700000,1004,723
66.733333,1002,719
66.766667,1001,717
66.800000,1001,717
66.833333,999,711
66.866667,998,707
66.900000,997,704
66.933333,997,700
66.966667,996,695
67.000000,996,690
67.033333,995,686
67.066667,994,681
67.100000,994,676
67.133333,994,670
67.166667,993,664
67.200000,992,658
67.233333,992,658
67.266667,991,646
67.300000,991,640
67.333333,990,633
67.366667,990,626
67.400000,990,619
67.433333,990,612
67.466667,990,604
67.500000,990,597
67.533333,990,590
67.566667,990,583
67.600000,990,576
67.633333,989,569
67.666667,989,569
67.700000,989,554
67.733333,989,547
67.766667,990,540
67.800000,990,533
67.833333,990,525
67.866667,991,518
67.900000,991,512
67.933333,991,506
67.966667,992,499
68.000000,992,493
68.033333,993,486
68.066667,993,480
68.100000,993,474
68.133333,994,469
68.166667,994,469
68.200000,995,458
68.233333,995,453
68.266667,995,453
68.300000,997,443
68.333333,998,439
68.366667,998,439
68.400000,1000,432
68.433333,1000,428
68.466667,1001,425
68.500000,1002,423
68.533333,1002,420
68.566667,1004,418
68.600000,1005,417
68.633333,1006,415
68.666667,1007,414
68.700000,1008,413
68.733333,1009,413
68.766667,1010,412
68.800000,1011,412
68.833333,1012,413
68.866667,1013,414
68.900000,1014,415
68.933333,1014,415
68.966667,1016,418
69.000000,1018,421
69.033333,1019,423
69.066667,1020,426
69.100000,1021,429
69.133333,1022,432
69.166667,1024,436
69.200000,1025,440
69.233333,1025,440
69.266667,1027,448
69.300000,1027,448
69.333333,1029,458
69.366667,1031,464
69.400000,1032,469
69.433333,1033,475
69.466667,1034,481
69.500000,1035,487
69.533333,1037,493
69.566667,1038,500
69.600000,1039,506
69.633333,1040,513
69.666667,1042,520
69.700000,1043,527
69.733333,1044,534
69.766667,1044,534
69.800000,1046,549
69.833333,1046,556
69.866667,1047,563
69.900000,1048,571
69.933333,1049,578
69.966667,1050,585
70.000000,1052,592
70.033333,1053,599
70.066667,1053,606
70.100000,1054,614
70.133333,1055,621
70.166667,1056,628
70.200000,1056,634
70.233333,1057,641
70.266667,1057,641
70.300000,1058,654
70.333333,1058,654
70.366667,1059,665
70.400000,1060,671
70.433333,1060,676
70.466667,1061,682
70.500000,1061,687
70.533333,1061,692
70.566667,1061,696
70.600000,1061,700
70.633333,1061,704
70.666667,1061,708
70.700000,1061,711
70.733333,1061,714
70.766667,1062,717
70.800000,1062,717
70.833333,1061,721
70.866667,1061,721
70.900000,1061,724
70.933333,1061,725
70.966667,1060,726
71.000000,1060,726
71.033333,1059,726
71.066667,1059,726
71.100000,1058,726
71.133333,1058,725
71.166667,1057,724
71.200000,1056,722
71.233333,1056,720
71.266667,1055,718
71.300000,1055,716
71.333333,1055,716
71.366667,1053,710
71.400000,1052,706
71.433333,1051,703
71.466667,1050,699
71.500000,1048,695
71.533333,1047,690
71.566667,1046,685
71.600000,1045,680
71.633333,1044,675
71.666667,1043,669
71.700000,1042,664
71.733333,1041,658
71.766667,1040,651
71.800000,1040,651
71.833333,1037,638
71.866667,1037,638
71.900000,1035,625
71.933333,1033,618
71.966667,1032,611
72.000000,1031,604
72.033333,1029,597
72.066667,1028,590
72.100000,1027,583
72.133333,1026,575
72.166667,1025,567
72.200000,1023,560
72.233333,1022,553
72.266667,1020,546
72.300000,1019,539
72.333333,1019,539
72.366667,1016,525
72.400000,1016,525
72.433333,1013,511
72.466667,1012,504
72.500000,1011,498
72.533333,1010,491
72.566667,1009,485
72.600000,1008,479
72.633333,1006,473
72.666667,1005,467
72.700000,1004,461
72.733333,1003,456
72.766667,1002,451
72.800000,1001,447
72.833333,999,443
72.866667,999,443
72.900000,997,434
72.933333,997,431
72.966667,996,427
73.000000,995,424
73.033333,994,422
73.066667,993,419
73.100000,992,418
73.133333,991,416
73.166667,991,415
73.200000,990,414
73.233333,989,413
73.266667,989,413
73.300000,989,413
73.333333,988,413
73.366667,988,413
73.400000,987,415
73.433333,986,416
73.466667,986,417
73.500000,986,419
73.533333,985,421
73.566667,985,424
73.600000,985,427
73.633333,985,431
73.666667,984,434
73.700000,984,437
73.733333,984,442
73.766667,984,446
73.800000,984,451
73.833333,984,451
73.866667,985,460
73.900000,985,465
73.933333,985,465
73.966667,985,477
74.000000,985,483
74.033333,986,490
74.066667,986,496
74.100000,986,502
74.133333,987,509
74.166667,987,516
74.200000,988,523
74.233333,989,530
74.266667,989,537
74.300000,990,544
74.333333,991,551
74.366667,991,558
74.400000,991,558
74.433333,993,573
74.466667,993,573
74.500000,995,587
74.533333,995,594
74.566667,996,601
74.600000,997,608
74.633333,998,615
74.666667,999,622
74.700000,1000,629
74.733333,1002,635
74.766667,1003,642
74.800000,1004,648
74.833333,1005,654
74.866667,1006,660
74.900000,1006,660
74.933333,1008,671
74.966667,1008,672
75.000000,1011,682
75.033333,1012,686
75.066667,1013,691
75.100000,1014,696
75.133333,1016,700
75.166667,1017,703
75.200000,1019,706
75.233333,1020,710
75.266667,1021,713
75.300000,1022,715
75.333333,1024,717
75.366667,1025,719
75.400000,1026,721
75.433333,1026,721
75.466667,1029,723
75.500000,1029,723
75.533333,1031,723
75.566667,1033,724
75.600000,1034,723
75.633333,1035,722
75.666667,1036,721
75.700000,1037,721
75.733333,1038,719
75.766667,1039,716
75.800000,1040,715
75.833333,1041,713
75.866667,1043,710
75.900000,1044,706
75.933333,1044,706
75.966667,1046,699
76.000000,1047,695
76.033333,1048,691
76.066667,1049,686
76.100000,1049,681
76.133333,1050,676
76.166667,1051,671
76.200000,1051,665
76.233333,1052,659
76.266667,1053,654
76.300000,1054,648
76.333333,1055,641
76.366667,1055,641
76.400000,1056,628
76.433333,1056,622
76.466667,1056,622
76.500000,1057,608
76.533333,1058,601
76.566667,1058,595
76.600000,1058,588
76.633333,1058,580
76.666667,1059,573
76.700000,1059,566
76.733333,1060,558
76.766667,1060,551
76.800000,1060,544
76.833333,1060,537
76.866667,1060,530
76.900000,1060,523
76.933333,1060,523
76.966667,1059,509
77.000000,1059,509
77.033333,1059,496
77.066667,1059,489
77.100000,1059,483
77.133333,1059,477
77.166667,1059,471
77.200000,1058,465
77.233333,1058,461
77.266667,1058,455
77.300000,1057,450
77.333333,1057,445
77.366667,1056,441
77.400000,1056,437
77.433333,1056,437
77.466667,1054,430
77.500000,1054,426
77.533333,1054,426
77.566667,1053,421
77.600000,1052,419
77.633333,1052,417
77.666667,1051,414
77.700000,1051,413
77.733333,1049,412
77.766667,1049,412
77.800000,1048,412
77.833333,1047,412
77.866667,1046,412
77.900000,1045,412
77.933333,1044,413
77.966667,1044,413
78.000000,1043,417
78.033333,1042,419
78.066667,1041,421
78.100000,1040,423
78.133333,1039,425
78.166667,1038,430
78.200000,1037,434
78.233333,1036,437
78.266667,1035,441
78.300000,1034,446
78.333333,1032,451
78.366667,1032,456
78.400000,1031,461
78.433333,1030,466
78.466667,1030,466
78.500000,1028,477
78.533333,1027,483
78.566667,1026,490
78.600000,1025,497
78.633333,1024,504
78.666667,1022,510
78.700000,1021,516
78.733333,1021,524
78.766667,1020,531
78.800000,1019,538
78.833333,1018,545
78.866667,1017,552
78.900000,1016,559
78.933333,1015,566
78.966667,1015,566
79.000000,1013,582
79.033333,1012,589
79.066667,1012,589
79.100000,1010,603
79.133333,1009,610
79.166667,1008,617
79.200000,1007,624
79.233333,1006,631
79.266667,1006,638
79.300000,1005,644
79.333333,1004,650
79.366667,1003,656
79.400000,1003,663
79.433333,1003,663
79.466667,1002,669
79.500000,1002,669
79.533333,1000,679
79.566667,999,684
79.600000,999,684
79.633333,998,694
79.666667,998,698
79.700000,997,702
79.733333,997,706
79.766667,996,709
79.800000,996,712
79.833333,996,715
79.866667,995,717
79.900000,995,719
79.933333,994,721
79.966667,993,723
80.000000,993,726
80.033333,993,726
80.066667,993,725
80.100000,993,724
80.133333,993,724
80.166667,993,725
80.200000,993,724
80.233333,993,723
80.266667,993,722
80.300000,993,719
80.333333,993,717
80.366667,992,715
80.400000,992,715
80.433333,992,712
80.466667,993,707
80.500000,994,702
80.533333,994,702
80.566667,995,695
80.600000,996,690
80.633333,996,690
80.666667,997,680
80.700000,997,675
80.733333,997,671
80.766667,997,665
80.800000,998,659
80.833333,998,653
80.866667,999,647
80.900000,1000,641
80.933333,1001,634
80.966667,1002,627
81.000000,1003,620
81.033333,1004,613
81.066667,1004,613
81.100000,1005,600
81.133333,1006,593
81.166667,1006,593
81.200000,1007,579
81.233333,1007,571
81.266667,1008,565
81.300000,1010,558
81.333333,1011,550
81.366667,1012,542
81.400000,1014,535
81.433333,1015,528
81.466667,1016,520
81.500000,1017,514
81.533333,1018,508
81.566667,1018,501
81.600000,1018,501
81.633333,1020,488
81.666667,1021,482
81.700000,1022,477
81.733333,1023,471
81.766667,1025,465
81.800000,1027,459
81.833333,1028,453
81.866667,1029,449
81.900000,1029,446
81.933333,1030,442
81.966667,1031,436
82.000000,1033,432
82.033333,1033,429
82.066667,1033,429
82.100000,1035,424
82.133333,1035,424
82.166667,1037,418
82.200000,1039,416
82.233333,1040,414
82.266667,1041,413
82.300000,1042,412
82.333333,1042,412
82.366667,1044,412
82.400000,1044,411
82.433333,1045,412
82.466667,1046,412
82.500000,1047,414
82.533333,1048,415
82.566667,1049,417
82.600000,1050,419
82.633333,1051,421
82.666667,1052,423
82.700000,1053,426
82.733333,1054,430
82.766667,1055,433
82.800000,1056,437
82.833333,1056,441
82.866667,1057,446
82.900000,1057,450
82.933333,1058,456
82.966667,1058,461
83.000000,1059,466
83.033333,1060,472
83.066667,1060,472
83.100000,1061,483
83.133333,1061,483
83.166667,1063,495
83.200000,1063,502
83.233333,1064,509
83.266667,1064,515
83.300000,1064,522
83.333333,1064,529
83.366667,1064,536
83.400000,1064,543
83.433333,1065,551
83.466667,1065,558
83.500000,1065,565
83.533333,1065,572
83.566667,1066,579
83.600000,1066,579
83.633333,1066,594
83.666667,1066,594
83.700000,1066,607
83.733333,1066,615
83.766667,1066,622
83.800000,1065,628
83.833333,1065,635
83.866667,1064,641
83.900000,1064,648
83.933333,1063,654
83.966667,1063,660
84.000000,1062,666
84.033333,1062,671
84.066667,1061,677
84.100000,1061,682
84.133333,1061,682
84.166667,1059,691
84.200000,1059,691
84.233333,1058,699
84.266667,1057,703
84.300000,1056,707
84.333333,1056,707
84.366667,1055,710
84.400000,1055,710
84.433333,1054,713
84.466667,1053,715
84.500000,1053,717
84.533333,1049,722
84.566667,1048,723
84.600000,1047,724
84.633333,1046,724
84.666667,1046,724
84.700000,1044,724
84.733333,1043,723
84.766667,1041,721
84.800000,1040,720
84.833333,1039,718
84.866667,1038,716
84.900000,1037,713
84.933333,1035,711
84.966667,1034,708
85.000000,1033,704
85.033333,1031,701
85.066667,1030,697
85.100000,1028,693
85.133333,1028,693
85.166667,1025,684
85.200000,1024,679
85.233333,1023,673
85.266667,1022,668
85.300000,1021,663
85.333333,1019,657
85.366667,1019,657
85.400000,1017,645
85.433333,1015,639
85.466667,1014,633
85.500000,1013,626
85.533333,1011,619
85.566667,1010,612
85.600000,1009,606
85.633333,1008,599
85.666667,1008,599
85.700000,1006,584
85.733333,1005,577
85.766667,1005,577
85.800000,1003,562
85.833333,1002,555
85.866667,1001,548
85.900000,1000,541
85.933333,999,534
85.966667,998,528
86.000000,997,520
86.033333,996,513
86.066667,996,507
86.100000,995,500
86.133333,995,493
86.166667,994,487
86.200000,994,487
86.233333,993,476
86.266667,993,476
86.300000,991,464
86.333333,991,459
86.366667,990,454
86.400000,990,450
86.433333,990,445
86.466667,990,440
86.500000,989,436
86.533333,989,432
86.566667,989,429
86.600000,989,426
86.633333,989,423
86.666667,989,423
86.700000,989,418
86.733333,989,416
86.766667,989,416
86.800000,989,413
86.833333,989,413
86.866667,989,412
86.900000,989,412
86.933333,990,412
86.966667,991,412
87.000000,991,413
87.033333,992,414
87.066667,993,416
87.100000,993,417
87.133333,993,420
87.166667,994,422
87.200000,994,425
87.233333,994,425
87.266667,995,432
87.300000,996,435
87.333333,997,439
87.366667,998,444
87.400000,999,448
87.433333,1000,452
87.466667,1001,457
87.500000,1002,462
87.533333,1003,468
87.566667,1004,473
87.600000,1004,479
87.633333,1005,485
87.666667,1005,485
87.700000,1007,497
87.733333,1008,504
87.766667,1008,504
87.800000,1011,516
87.833333,1013,523
87.866667,1014,530
87.900000,1015,537
87.933333,1016,544
87.966667,1018,551
88.000000,1019,559
88.033333,1020,566
88.066667,1021,573
88.100000,1022,580
88.133333,1023,587
88.166667,1025,594
88.200000,1025,594
88.233333,1028,608
88.266667,1029,615
88.300000,1030,621
88.333333,1032,628
88.366667,1033,634
88.400000,1035,640
88.433333,1036,647
88.466667,1037,653
88.500000,1038,658
88.533333,1039,664
88.566667,1040,670
88.600000,1042,675
88.633333,1043,679
88.666667,1044,684
88.700000,1044,684
88.733333,1047,693
88.766667,1047,693
88.800000,1049,700
88.833333,1050,704
88.866667,1051,707
88.900000,1052,710
88.933333,1053,713
88.966667,1054,715
89.000000,1055,717
89.033333,1055,718
89.066667,1056,719
89.100000,1057,720
89.133333,1058,720
89.166667,1059,720
89.200000,1060,720
89.233333,1060,720
89.266667,1061,719
89.300000,1062,718
89.333333,1062,716
89.366667,1062,715
89.400000,1063,713
89.433333,1063,711
89.466667,1063,708
89.500000,1064,705
89.533333,1064,701
89.566667,1065,698
89.600000,1065,694
89.633333,1065,690
89.666667,1065,685
89.700000,1065,685
89.733333,1065,676
89.766667,1065,676
89.800000,1065,666
89.833333,1065,660
89.866667,1065,655
89.900000,1064,649
89.933333,1064,643
89.966667,1064,636
90.000000,1064,629
90.033333,1064,623
90.066667,1064,617
90.100000,1063,610
90.133333,1063,603
90.166667,1062,596
90.200000,1062,589
90.233333,1061,582
90.266667,1061,582
90.300000,1059,568
90.333333,1059,568
90.366667,1058,553
90.400000,1058,546
90.433333,1057,539
90.466667,1056,532
90.500000,1056,525
90.533333,1055,518
90.566667,1054,512
90.600000,1053,505
90.633333,1052,499
90.666667,1051,492
90.700000,1050,486
90.733333,1049,480
90.766667,1048,474
90.800000,1048,474
90.833333,1046,463
90.866667,1045,458
90.900000,1044,452
90.933333,1043,447
90.966667,1043,443
91.000000,1041,438
91.033333,1040,434
91.066667,1039,431
91.100000,1038,427
91.133333,1037,424
91.166667,1036,421
91.200000,1035,419
91.233333,1035,419
91.266667,1032,414
91.300000,1031,413
91.333333,1031,413
91.366667,1029,411
91.400000,1028,411
91.433333,1027,411
91.466667,1026,411
91.500000,1025,411
91.533333,1024,412
91.566667,1023,413
91.600000,1022,415
91.633333,1020,416
91.666667,1019,419
91.700000,1018,422
91.733333,1018,422
91.766667,1016,428
91.800000,1015,431
91.833333,1015,431
91.866667,1014,439
91.900000,1014,439
91.933333,1012,448
91.966667,1011,452
92.000000,1010,458
92.033333,1009,463
92.066667,1008,468
92.100000,1007,474
92.133333,1006,480
92.166667,1006,486
92.200000,1005,492
92.233333,1004,499
92.266667,1004,505
92.300000,1003,512
92.333333,1003,512
92.366667,1002,526
92.400000,1002,526
92.433333,1000,540
92.466667,1000,547
92.500000,999,554
92.533333,999,562
92.566667,999,569
92.600000,999,576
92.633333,999,583
92.666667,999,590
92.700000,998,597
92.733333,998,604
92.766667,998,611
92.800000,997,618
92.833333,997,618
92.866667,997,631
92.900000,997,637
92.933333,997,644
92.966667,998,650
93.000000,998,656
93.033333,998,662
93.066667,998,667
93.100000,998,672
93.133333,998,677
93.166667,998,683
93.200000,999,688
93.233333,999,692
93.266667,999,692
93.300000,1000,699
93.333333,1001,703
93.366667,1001,706
93.400000,1002,709
93.433333,1002,711
93.466667,1002,714
93.500000,1003,716
93.533333,1003,719
93.566667,1004,719
93.600000,1005,720
93.633333,1005,720
93.666667,1006,721
93.700000,1007,721
93.733333,1008,721
93.766667,1009,720
93.800000,1009,720
93.833333,1010,718
93.866667,1010,718
93.900000,1011,714
93.933333,1012,713
93.966667,1012,713
94.000000,1013,708
94.033333,1014,704
94.066667,1015,700
94.100000,1016,698
94.133333,1017,694
94.166667,1019,689
94.200000,1020,684
94.233333,1021,679
94.266667,1021,675
94.300000,1022,670
94.333333,1023,664
94.366667,1024,658
94.400000,1024,658
94.433333,1024,647
94.466667,1025,642
94.500000,1026,636
94.533333,1027,628
94.566667,1028,622
94.600000,1029,616
94.633333,1030,610
94.666667,1032,601
94.700000,1033,594
94.733333,1033,587
94.766667,1034,581
94.800000,1035,574
94.833333,1035,574
94.866667,1035,560
94.900000,1035,560
94.933333,1037,547
94.966667,1038,539
95.000000,1039,532
95.033333,1040,525
95.066667,1041,519
95.100000,1042,512
95.133333,1043,505
95.166667,1044,499
95.200000,1044,493
95.233333,1045,487
95.266667,1045,481
95.300000,1045,476
95.333333,1045,476
95.366667,1047,465
95.400000,1048,459
95.433333,1048,459
95.466667,1049,450
95.500000,1050,445
95.533333,1051,441
