time,x,y
95.566667,1052,437
95.600000,1052,433
95.633333,1052,430
95.666667,1052,427
95.700000,1052,424
95.733333,1053,422
95.766667,1053,420
95.800000,1053,418
95.833333,1054,417
95.866667,1054,417
95.900000,1055,414
95.933333,1055,414
95.966667,1055,414
96.000000,1056,414
96.033333,1056,414
96.066667,1056,415
96.100000,1056,416
96.133333,1056,418
96.166667,1056,420
96.200000,1056,422
96.233333,1056,425
96.266667,1056,428
96.300000,1056,430
96.333333,1056,433
96.366667,1056,433
96.400000,1056,441
96.433333,1056,446
96.466667,1056,446
96.500000,1055,455
96.533333,1055,460
96.566667,1055,465
96.600000,1054,471
96.633333,1053,476
96.666667,1053,482
96.700000,1053,489
96.733333,1053,495
96.766667,1052,501
96.800000,1052,508
96.833333,1052,514
96.866667,1051,521
96.900000,1051,528
96.933333,1051,528
96.966667,1049,542
97.000000,1049,542
97.033333,1047,556
97.066667,1046,563
97.100000,1046,571
97.133333,1045,578
97.166667,1045,585
97.200000,1044,592
97.233333,1043,599
97.266667,1043,606
97.300000,1042,613
97.333333,1041,620
97.366667,1040,626
97.400000,1039,633
97.433333,1039,633
97.466667,1036,646
97.500000,1036,652
97.533333,1034,658
97.566667,1033,664
97.600000,1032,670
97.633333,1032,675
97.666667,1031,680
97.700000,1030,685
97.733333,1029,690
97.766667,1028,694
97.800000,1026,698
97.833333,1025,703
97.866667,1024,707
97.900000,1023,709
97.933333,1022,712
97.966667,1021,715
98.000000,1020,718
98.033333,1019,719
98.066667,1018,720
98.100000,1017,721
98.133333,1016,723
98.166667,1014,724
98.200000,1013,724
98.233333,1012,724
98.266667,1011,724
98.300000,1010,724
98.333333,1009,723
98.366667,1009,723
98.400000,1006,720
98.433333,1006,720
98.466667,1005,717
98.500000,1004,713
98.533333,1004,713
98.566667,1003,708
98.600000,1002,704
98.633333,1001,700
98.666667,1000,696
98.700000,998,692
98.733333,997,688
98.766667,996,683
98.800000,996,677
98.833333,995,672
98.866667,995,667
98.900000,994,661
98.933333,994,661
98.966667,993,649
99.000000,993,643
99.033333,993,643
99.066667,992,630
99.100000,991,623
99.133333,990,617
99.166667,990,610
99.200000,989,604
99.233333,989,597
99.266667,989,589
99.300000,988,583
99.333333,988,577
99.366667,989,568
99.400000,989,561
99.433333,989,561
99.466667,988,546
99.500000,988,541
99.533333,988,541
99.566667,988,526
99.600000,988,520
99.633333,988,513
99.666667,988,506
99.700000,988,501
99.733333,988,494
99.766667,988,487
99.800000,989,483
99.833333,989,476
99.866667,990,470
99.900000,990,465
99.933333,991,460
99.966667,991,460
100.000000,991,451
100.033333,991,451
100.066667,992,442
100.100000,992,439
100.133333,993,435
100.166667,994,432
100.200000,995,429
100.233333,996,425
100.266667,997,423
100.300000,998,422
100.333333,998,420
100.366667,999,419
100.400000,1000,417
100.433333,1001,417
100.466667,1001,417
100.500000,1001,417
100.533333,1003,416
100.566667,1003,416
100.600000,1005,418
100.633333,1006,419
100.666667,1007,420
100.700000,1009,422
100.733333,1010,424
100.766667,1011,427
100.800000,1012,429
100.833333,1013,432
100.866667,1014,436
100.900000,1015,439
100.933333,1016,444
100.966667,1017,448
101.000000,1019,452
101.033333,1019,452
101.066667,1021,462
101.100000,1021,462
101.133333,1023,473
101.166667,1025,478
101.200000,1026,484
101.233333,1027,491
101.266667,1028,496
101.300000,1029,502
101.333333,1030,509
101.366667,1031,516
101.400000,1032,523
101.433333,1033,529
101.466667,1035,536
101.500000,1036,543
101.533333,1036,543
101.566667,1038,556
101.600000,1039,563
101.633333,1040,570
101.666667,1041,578
101.700000,1042,585
101.733333,1043,592
101.766667,1043,598
101.800000,1044,606
101.833333,1046,613
101.866667,1047,619
101.900000,1048,625
101.933333,1048,632
101.966667,1049,639
102.000000,1049,639
102.033333,1050,651
102.066667,1050,651
102.100000,1052,662
102.133333,1052,668
102.166667,1053,673
102.200000,1053,678
102.233333,1054,683
102.266667,1054,688
102.300000,1054,692
102.333333,1055,696
102.366667,1055,699
102.400000,1056,703
102.433333,1056,707
102.466667,1056,709
102.500000,1056,709
102.533333,1057,714
102.566667,1057,714
102.600000,1056,718
102.633333,1056,719
102.666667,1056,720
102.700000,1056,722
102.733333,1056,722
102.766667,1056,721
102.800000,1056,721
102.833333,1055,721
102.866667,1055,721
102.900000,1055,719
102.933333,1054,717
102.966667,1054,716
103.000000,1054,713
103.033333,1054,713
103.066667,1052,708
103.100000,1051,706
103.133333,1051,706
103.166667,1049,698
103.200000,1049,694
103.233333,1049,690
103.266667,1048,685
103.300000,1048,681
103.333333,1047,676
103.366667,1046,670
103.400000,1045,665
103.433333,1044,660
103.466667,1043,654
103.500000,1041,648
103.533333,1041,642
103.566667,1041,642
103.600000,1039,629
103.633333,1037,622
103.666667,1036,615
103.700000,1035,609
103.733333,1034,602
103.766667,1033,595
103.800000,1033,587
103.833333,1031,580
103.866667,1030,573
103.900000,1028,567
103.933333,1027,561
103.966667,1026,553
104.000000,1025,546
104.033333,1024,539
104.066667,1023,532
104.100000,1023,532
104.133333,1020,518
104.166667,1019,512
104.200000,1018,505
104.233333,1017,498
104.266667,1016,492
104.300000,1014,486
104.333333,1013,481
104.366667,1012,475
104.400000,1011,469
104.433333,1009,464
104.466667,1008,459
104.500000,1007,455
104.533333,1007,455
104.566667,1005,445
104.600000,1004,441
104.633333,1004,441
104.666667,1003,434
104.700000,1002,431
104.733333,1001,428
104.766667,999,426
104.800000,998,423
104.833333,997,421
104.866667,996,419
104.900000,996,418
104.933333,995,417
104.966667,994,416
105.000000,994,416
105.033333,993,415
105.066667,993,415
105.100000,992,416
105.133333,992,417
105.166667,992,417
105.200000,990,420
105.233333,989,422
105.266667,989,424
105.300000,988,427
105.333333,988,430
105.366667,988,434
105.400000,988,437
105.433333,988,440
105.466667,988,440
105.500000,988,444
105.533333,988,449
105.566667,988,454
105.600000,987,458
105.633333,987,458
105.666667,987,469
105.700000,987,474
105.733333,987,474
105.766667,987,486
105.800000,987,492
105.833333,987,498
105.866667,987,505
105.900000,988,511
105.933333,988,517
105.966667,989,524
106.000000,989,531
106.033333,990,538
106.066667,990,545
106.100000,991,552
106.133333,991,559
106.166667,991,559
106.200000,992,573
106.233333,992,580
106.266667,993,588
106.300000,994,594
106.333333,995,601
106.366667,996,608
106.400000,997,615
106.433333,997,621
106.466667,998,628
106.500000,999,634
106.533333,1000,640
106.566667,1001,646
106.600000,1001,652
106.633333,1001,652
106.666667,1003,664
106.700000,1003,664
106.733333,1006,674
106.766667,1007,678
106.800000,1008,682
106.833333,1009,687
106.866667,1010,691
106.900000,1011,695
106.933333,1012,699
106.966667,1013,702
107.000000,1014,705
107.033333,1015,708
107.066667,1016,711
107.100000,1018,713
107.133333,1019,714
107.166667,1020,716
107.200000,1020,716
107.233333,1022,718
107.266667,1022,718
107.300000,1025,720
107.333333,1026,719
107.366667,1027,719
107.400000,1028,718
107.433333,1029,717
107.466667,1030,716
107.500000,1031,715
107.533333,1032,713
107.566667,1033,710
107.600000,1035,706
107.633333,1036,704
107.666667,1037,701
107.700000,1038,698
107.733333,1038,698
107.766667,1039,690
107.800000,1040,686
107.833333,1041,681
107.866667,1042,676
107.900000,1043,672
107.933333,1044,668
107.966667,1044,662
108.000000,1045,655
108.033333,1046,649
108.066667,1047,644
108.100000,1048,639
108.133333,1048,632
108.166667,1048,632
108.200000,1050,618
108.233333,1050,618
108.266667,1050,606
108.300000,1051,600
108.333333,1051,593
108.366667,1052,585
108.400000,1053,578
108.433333,1054,571
108.466667,1054,563
108.500000,1054,556
108.533333,1054,550
108.566667,1054,544
108.600000,1055,537
108.633333,1055,529
108.666667,1055,522
108.700000,1055,522
108.733333,1055,510
108.766667,1055,503
108.800000,1056,497
108.833333,1055,491
108.866667,1056,485
108.900000,1056,480
108.933333,1056,474
108.966667,1056,468
109.000000,1056,463
109.033333,1056,458
109.066667,1055,453
109.100000,1055,449
109.133333,1054,445
109.166667,1054,441
109.200000,1054,441
109.233333,1054,433
109.266667,1054,433
109.300000,1054,427
109.333333,1053,425
109.366667,1053,423
109.400000,1052,421
109.433333,1052,419
109.466667,1051,417
109.500000,1050,416
109.533333,1050,416
109.566667,1049,416
109.600000,1048,416
109.633333,1048,416
109.666667,1047,416
109.700000,1047,417
109.733333,1046,419
109.766667,1046,419
109.800000,1045,422
109.833333,1044,424
109.866667,1044,427
109.900000,1043,430
109.933333,1043,430
109.966667,1041,437
110.000000,1040,441
110.033333,1039,445
110.066667,1038,449
110.100000,1038,453
110.133333,1037,458
110.166667,1036,464
110.200000,1036,469
110.233333,1035,474
110.266667,1034,480
110.300000,1033,486
110.333333,1032,492
110.366667,1031,498
110.400000,1030,505
110.433333,1029,512
110.466667,1028,518
110.500000,1027,525
110.533333,1026,532
110.566667,1025,539
110.600000,1025,546
110.633333,1024,553
110.666667,1024,553
110.700000,1022,567
110.733333,1021,574
110.766667,1021,574
110.800000,1019,589
110.833333,1018,596
110.866667,1017,603
110.900000,1016,610
110.933333,1016,616
110.966667,1015,623
111.000000,1014,630
111.033333,1013,636
111.066667,1012,643
111.100000,1012,649
111.133333,1011,654
111.166667,1010,660
111.200000,1010,666
111.233333,1010,666
111.266667,1008,677
111.300000,1008,677
111.333333,1006,686
111.366667,1005,692
111.400000,1005,696
111.433333,1005,697
111.466667,1004,702
111.500000,1003,706
111.533333,1003,709
111.566667,1002,711
111.600000,1001,713
111.633333,1001,717
111.666667,1001,718
111.700000,1000,718
111.733333,1000,718
111.766667,999,722
111.800000,999,721
111.833333,999,721
111.866667,998,722
111.900000,998,721
111.933333,998,721
111.966667,997,718
112.000000,997,718
112.033333,997,717
112.066667,997,714
112.100000,996,711
112.133333,996,710
112.166667,996,706
112.200000,996,702
112.233333,996,699
112.266667,996,696
112.300000,996,696
112.333333,997,687
112.366667,997,682
112.400000,997,678
112.433333,997,673
112.466667,997,667
112.500000,997,662
112.533333,997,656
112.566667,998,651
112.600000,998,645
112.633333,998,638
112.666667,999,633
112.700000,999,626
112.733333,1000,619
112.766667,1000,619
112.800000,1000,605
112.833333,1001,599
112.866667,1002,592
112.900000,1002,585
112.933333,1003,578
112.966667,1003,571
113.000000,1004,564
113.033333,1004,556
113.066667,1005,550
113.100000,1006,543
113.133333,1006,536
113.166667,1007,529
113.200000,1008,523
113.233333,1009,516
113.266667,1009,516
113.300000,1010,503
113.333333,1011,497
113.366667,1011,497
113.400000,1013,485
113.433333,1013,480
113.466667,1014,474
113.500000,1015,469
113.533333,1016,463
113.566667,1017,459
113.600000,1018,454
113.633333,1019,449
113.666667,1020,445
113.700000,1021,441
113.733333,1022,438
113.766667,1022,438
113.800000,1023,431
113.833333,1024,429
113.866667,1024,429
113.900000,1026,424
113.933333,1027,422
113.966667,1028,421
114.000000,1029,419
114.033333,1030,419
114.066667,1031,418
114.100000,1032,418
114.133333,1033,418
114.166667,1034,418
114.200000,1035,419
114.233333,1036,420
114.266667,1036,420
114.300000,1038,423
114.333333,1038,425
114.366667,1038,425
114.400000,1040,429
114.433333,1041,433
114.466667,1042,436
114.500000,1043,439
114.533333,1044,443
114.566667,1045,447
114.600000,1045,451
114.633333,1046,456
114.666667,1047,460
114.700000,1047,465
114.733333,1048,470
114.766667,1049,476
114.800000,1049,481
114.833333,1049,481
114.866667,1051,493
114.900000,1051,493
114.933333,1052,505
114.966667,1052,512
115.000000,1053,519
115.033333,1053,525
115.066667,1053,532
115.100000,1054,539
115.133333,1055,546
115.166667,1055,553
115.200000,1055,560
115.233333,1055,567
115.266667,1055,574
115.300000,1056,582
115.333333,1056,588
115.366667,1056,588
115.400000,1056,602
115.433333,1056,609
115.466667,1056,616
115.500000,1056,623
115.533333,1056,629
115.566667,1056,635
115.600000,1056,641
115.633333,1056,647
115.666667,1055,653
115.700000,1055,659
115.733333,1055,665
115.766667,1054,670
115.800000,1054,675
115.833333,1054,675
115.866667,1053,685
115.900000,1053,685
115.933333,1052,693
115.966667,1052,697
116.000000,1052,701
116.033333,1051,704
116.066667,1050,708
116.100000,1049,710
116.133333,1048,713
116.166667,1048,715
116.200000,1047,717
116.233333,1046,718
116.266667,1045,719
116.300000,1044,720
116.333333,1043,720
116.366667,1043,720
116.400000,1042,720
116.433333,1042,720
116.466667,1040,719
116.500000,1040,719
116.533333,1037,717
116.566667,1036,715
116.600000,1035,713
116.633333,1034,711
116.666667,1033,709
116.700000,1032,706
116.733333,1030,702
116.766667,1029,699
116.800000,1028,695
116.833333,1027,691
116.866667,1026,687
116.900000,1024,682
116.933333,1023,678
116.966667,1023,678
117.000000,1020,668
117.033333,1019,662
117.066667,1018,657
117.100000,1017,651
117.133333,1016,645
117.166667,1015,639
117.200000,1013,632
117.233333,1012,626
117.266667,1011,619
117.300000,1010,613
117.333333,1009,606
117.366667,1009,606
117.400000,1006,592
117.433333,1006,592
117.466667,1004,578
117.500000,1003,571
117.533333,1002,564
117.566667,1000,557
117.600000,1000,550
117.633333,999,543
117.666667,998,536
117.700000,997,529
117.733333,996,523
117.766667,995,516
117.800000,994,510
117.833333,993,503
117.866667,993,497
117.900000,992,491
117.933333,992,491
117.966667,990,479
118.000000,990,474
118.033333,989,468
118.066667,989,464
118.100000,988,458
118.133333,988,454
118.166667,987,449
118.200000,987,445
118.233333,986,441
118.266667,986,438
118.300000,986,435
118.333333,985,431
118.366667,985,431
118.400000,985,426
118.433333,985,426
118.466667,985,422
118.500000,985,421
118.533333,985,420
118.566667,985,419
118.600000,985,419
118.633333,985,418
118.666667,985,419
118.700000,985,419
118.733333,985,420
118.766667,986,421
118.800000,986,423
118.833333,986,424
118.866667,987,426
118.900000,987,426
118.933333,988,431
118.966667,988,431
119.000000,989,438
119.033333,989,441
119.066667,990,445
119.100000,990,449
119.133333,991,453
119.166667,992,458
119.200000,992,463
119.233333,993,468
119.266667,994,473
119.300000,995,479
119.333333,996,484
119.366667,997,490
119.400000,998,495
119.433333,999,502
119.466667,999,502
119.500000,1000,515
119.533333,1000,515
119.566667,1002,527
119.600000,1003,534
119.633333,1004,541
119.666667,1005,548
119.700000,1007,555
119.733333,1008,562
119.766667,1009,568
119.800000,1010,575
119.833333,1012,582
119.866667,1013,589
119.900000,1014,596
119.933333,1015,603
119.966667,1015,603
120.000000,1017,616
120.033333,1018,622
120.066667,1019,629
120.100000,1021,635
120.133333,1022,641
120.166667,1023,647
120.200000,1025,653
120.233333,1026,658
120.266667,1027,664
120.300000,1028,669
120.333333,1029,674
120.366667,1031,679
120.400000,1031,683
120.433333,1033,688
120.466667,1033,688
120.500000,1035,695
120.533333,1036,699
120.566667,1037,702
120.600000,1039,705
120.633333,1040,707
120.666667,1041,709
120.700000,1041,709
120.733333,1043,713
120.766667,1044,715
120.800000,1044,716
120.833333,1045,717
120.866667,1046,717
120.900000,1047,717
120.933333,1048,717
120.966667,1049,717
121.000000,1049,717
121.033333,1050,714
121.066667,1051,713
121.100000,1051,711
121.133333,1052,709
121.166667,1052,707
121.200000,1053,704
121.233333,1053,701
121.266667,1054,699
121.300000,1054,695
121.333333,1054,691
121.366667,1055,688
121.400000,1055,683
121.433333,1055,678
121.466667,1055,678
121.500000,1056,669
121.533333,1056,669
121.566667,1056,658
121.600000,1056,653
121.633333,1056,647
121.666667,1056,641
121.700000,1056,635
121.733333,1055,629
121.766667,1055,622
121.800000,1055,616
121.833333,1055,609
121.866667,1055,603
121.900000,1055,596
121.933333,1054,589
121.966667,1054,589
122.000000,1053,575
122.033333,1053,569
122.066667,1053,569
122.100000,1052,555
122.133333,1051,548
122.166667,1051,542
122.200000,1050,535
122.233333,1049,528
122.266667,1049,521
122.300000,1048,514
122.333333,1047,508
122.366667,1047,502
122.400000,1046,495
122.433333,1045,489
122.466667,1044,483
122.500000,1043,478
122.533333,1043,478
122.566667,1042,467
122.600000,1042,467
122.633333,1040,457
122.666667,1039,453
122.700000,1038,448
122.733333,1037,444
122.766667,1036,440
122.800000,1035,436
122.833333,1034,433
122.866667,1033,430
122.900000,1032,428
122.933333,1031,425
122.966667,1030,423
123.000000,1029,421
123.033333,1029,421
123.066667,1027,419
123.100000,1027,419
123.133333,1025,418
123.166667,1024,418
123.200000,1023,418
123.233333,1022,418
123.266667,1021,419
123.300000,1020,420
123.333333,1019,422
123.366667,1018,424
123.400000,1017,426
123.433333,1016,428
123.466667,1015,431
123.500000,1014,434
123.533333,1013,437
123.566667,1013,437
123.600000,1011,445
123.633333,1010,449
123.666667,1010,454
123.700000,1009,458
123.733333,1008,463
123.766667,1007,468
123.800000,1007,474
123.833333,1006,480
123.866667,1005,485
123.900000,1004,491
123.933333,1003,497
123.966667,1003,504
124.000000,1002,510
124.033333,1002,510
124.066667,1001,523
124.100000,1000,529
124.133333,1000,536
124.166667,999,544
124.200000,999,550
124.233333,998,557
124.266667,998,557
124.300000,997,571
124.333333,997,578
124.366667,996,585
124.400000,996,592
124.433333,996,599
124.466667,996,606
124.500000,995,612
124.533333,995,619
124.566667,995,619
124.600000,995,632
124.633333,994,639
124.666667,994,645
124.700000,994,651
124.733333,994,656
124.766667,994,662
124.800000,994,667
124.833333,994,673
124.866667,994,677
124.900000,994,681
124.933333,995,686
124.966667,995,691
125.000000,995,695
125.033333,995,695
125.066667,995,701
125.100000,996,705
125.133333,996,705
125.166667,996,710
125.200000,997,712
125.233333,997,714
125.266667,998,715
125.300000,998,717
125.333333,999,718
125.366667,999,718
125.400000,1000,719
125.433333,1000,718
125.466667,1001,718
125.500000,1001,718
125.533333,1002,717
125.566667,1002,717
125.600000,1004,714
125.633333,1004,714
125.666667,1005,710
125.700000,1006,707
125.733333,1007,704
125.766667,1007,701
125.800000,1008,698
125.833333,1009,694
125.866667,1010,690
125.900000,1011,686
125.933333,1011,682
125.966667,1012,677
126.000000,1013,672
126.033333,1014,667
126.066667,1015,662
126.100000,1015,662
126.133333,1016,651
126.166667,1016,651
126.200000,1018,639
126.233333,1019,633
126.266667,1020,627
126.300000,1021,620
126.333333,1022,614
126.366667,1023,607
126.400000,1024,601
126.433333,1024,594
126.466667,1026,588
126.500000,1027,580
126.533333,1027,573
126.566667,1029,567
126.600000,1029,560
126.633333,1029,560
126.666667,1031,546
126.700000,1031,546
126.733333,1033,533
126.766667,1034,527
126.800000,1034,520
126.833333,1035,513
126.866667,1036,507
126.900000,1037,501
126.933333,1038,495
126.966667,1039,489
127.000000,1039,483
127.033333,1040,477
127.066667,1041,472
127.100000,1042,467
127.133333,1042,467
127.166667,1043,457
127.200000,1044,453
127.233333,1044,448
127.266667,1045,445
127.300000,1046,441
127.333333,1046,437
127.366667,1047,434
127.400000,1047,431
127.433333,1048,429
127.466667,1049,426
127.500000,1049,424
127.533333,1049,423
127.566667,1050,421
127.600000,1050,421
127.633333,1051,419
127.666667,1051,419
127.700000,1052,419
127.733333,1052,419
127.766667,1052,420
127.800000,1053,421
127.833333,1053,421
127.866667,1053,423
127.900000,1053,425
127.933333,1053,427
127.966667,1054,430
128.000000,1054,432
128.033333,1054,435
128.066667,1054,439
128.100000,1054,439
128.133333,1054,446
128.166667,1054,450
128.200000,1054,450
128.233333,1054,459
128.266667,1054,464
128.300000,1054,469
128.333333,1054,475
128.366667,1054,480
128.400000,1054,486
128.433333,1053,491
128.466667,1053,497
128.500000,1053,504
128.533333,1052,510
128.566667,1052,517
128.600000,1052,523
128.633333,1051,529
128.666667,1051,529
128.700000,1051,543
128.733333,1050,550
128.766667,1049,557
128.800000,1049,564
128.833333,1049,571
128.866667,1048,578
128.900000,1047,585
128.933333,1046,592
128.966667,1046,599
129.000000,1045,606
129.033333,1044,612
129.066667,1044,619
129.100000,1043,625
129.133333,1043,625
129.166667,1041,638
129.200000,1041,638
129.233333,1040,650
129.266667,1039,656
129.300000,1038,662
129.333333,1037,667
129.366667,1036,673
129.400000,1035,677
129.433333,1034,682
129.466667,1033,687
129.500000,1032,691
129.533333,1031,695
129.566667,1030,699
129.600000,1029,702
129.633333,1028,705
129.666667,1028,705
129.700000,1026,711
129.733333,1025,713
129.766667,1023,715
129.800000,1022,717
129.833333,1021,718
129.866667,1020,719
129.900000,1019,720
129.933333,1018,720
129.966667,1017,720
130.000000,1016,720
130.033333,1015,719
130.066667,1014,718
130.100000,1012,717
130.133333,1012,716
130.166667,1012,716
130.200000,1009,711
130.233333,1009,711
130.266667,1007,706
130.300000,1006,703
130.333333,1005,700
130.366667,1004,696
130.400000,1003,692
130.433333,1003,688
130.466667,1002,683
130.500000,1001,678
130.533333,1000,674
130.566667,999,669
130.600000,998,664
130.633333,997,658
130.666667,996,652
130.700000,996,652
130.733333,995,640
130.766667,995,634
130.800000,995,634
130.833333,993,621
130.866667,993,615
130.900000,992,608
130.933333,992,602
130.966667,991,595
131.000000,991,588
131.033333,990,581
131.066667,990,575
131.100000,990,568
131.133333,989,561
131.166667,989,554
131.200000,989,547
131.233333,989,547
131.266667,989,533
131.300000,989,533
131.333333,989,520
131.366667,989,513
131.400000,989,508
131.433333,989,502
131.466667,989,495
131.500000,989,489
131.533333,989,484
131.566667,989,478
131.600000,989,478
131.633333,989,473
131.666667,990,467
131.700000,990,463
131.733333,990,458
131.766667,990,458
131.800000,991,449
131.833333,991,445
131.866667,992,442
131.900000,992,438
131.933333,993,435
131.966667,994,432
132.000000,994,430
132.033333,995,428
132.066667,995,425
132.100000,996,424
132.133333,997,422
132.166667,998,421
132.200000,999,421
132.233333,999,421
132.266667,1000,420
132.300000,1001,420
132.333333,1001,420
132.366667,1003,422
132.400000,1003,423
132.433333,1004,425
132.466667,1005,426
132.500000,1006,429
132.533333,1008,432
132.566667,1008,434
132.600000,1009,437
132.633333,1011,441
132.666667,1012,444
132.700000,1013,448
132.733333,1014,452
132.766667,1015,457
132.800000,1015,457
132.833333,1017,467
132.866667,1018,471
132.900000,1019,476
132.933333,1021,482
132.966667,1022,488
133.000000,1023,494
133.033333,1024,500
133.066667,1025,506
133.100000,1026,512
133.133333,1028,518
133.166667,1028,524
133.200000,1029,531
133.233333,1029,531
133.266667,1032,545
133.300000,1033,551
133.333333,1033,551
133.366667,1035,565
133.400000,1036,572
133.433333,1037,578
133.466667,1038,585
133.500000,1039,592
133.533333,1040,599
133.566667,1041,605
133.600000,1042,612
133.633333,1043,618
133.666667,1044,625
133.700000,1045,631
133.733333,1045,631
133.766667,1047,643
133.800000,1047,649
133.833333,1047,649
133.866667,1049,660
133.900000,1050,665
133.933333,1050,670
133.966667,1051,675
134.000000,1052,680
134.033333,1052,684
134.066667,1053,688
134.100000,1053,692
134.133333,1054,696
134.166667,1054,699
134.200000,1055,703
134.233333,1055,705
134.266667,1055,708
134.300000,1055,708
134.333333,1056,712
134.366667,1056,714
134.400000,1056,714
134.433333,1056,715
134.466667,1056,716
134.500000,1056,716
134.533333,1056,717
134.566667,1056,717
134.600000,1056,716
134.633333,1055,715
134.666667,1055,714
134.700000,1055,712
134.733333,1055,710
134.766667,1054,708
134.800000,1054,705
134.833333,1054,705
134.866667,1053,700
134.900000,1053,696
134.933333,1052,693
134.966667,1051,689
135.000000,1051,685
135.033333,1050,681
135.066667,1049,676
135.100000,1049,671
135.133333,1048,666
135.166667,1047,661
135.200000,1046,656
135.233333,1045,650
135.266667,1045,644
135.300000,1045,644
135.333333,1043,632
135.366667,1043,632
135.400000,1041,619
135.433333,1041,619
135.466667,1039,607
135.500000,1038,600
135.533333,1037,593
135.566667,1035,586
135.600000,1035,580
135.633333,1033,573
135.666667,1032,566
135.700000,1031,559
135.733333,1030,552
135.766667,1029,545
135.800000,1028,538
135.833333,1027,532
135.866667,1027,532
135.900000,1024,519
135.933333,1023,513
135.966667,1022,506
136.000000,1021,500
136.033333,1020,494
136.066667,1018,488
136.100000,1017,482
136.133333,1016,477
136.166667,1015,471
136.200000,1014,466
136.233333,1013,462
136.266667,1012,457
136.300000,1011,453
136.333333,1010,448
136.366667,1010,448
136.400000,1008,440
136.433333,1007,437
136.466667,1006,434
136.500000,1005,431
136.533333,1004,429
136.566667,1003,426
136.600000,1002,425
136.633333,1001,423
136.666667,1000,422
136.700000,999,420
136.733333,999,420
136.766667,998,420
136.800000,998,420
136.833333,996,420
136.866667,996,420
136.900000,995,422
136.933333,994,423
136.966667,994,423
137.000000,993,427
137.033333,993,429
137.066667,992,432
137.100000,992,435
137.133333,991,438
137.166667,991,441
137.200000,991,445
137.233333,990,449
137.266667,990,453
137.300000,990,458
137.333333,990,462
137.366667,990,462
137.400000,989,473
137.433333,989,478
137.466667,989,484
137.500000,989,489
137.533333,989,495
137.566667,989,501
137.600000,989,508
137.633333,989,514
137.666667,990,521
137.700000,990,527
137.733333,990,534
137.766667,990,541
137.800000,991,548
137.833333,991,554
137.866667,991,554
137.900000,992,568
137.933333,992,568
137.966667,993,581
138.000000,994,588
138.033333,994,595
138.066667,994,602
138.100000,995,609
138.133333,996,615
138.166667,996,621
138.200000,997,628
138.233333,998,634
138.266667,999,640
138.300000,999,645
138.333333,1000,651
138.366667,1001,657
138.400000,1001,657
138.433333,1003,667
138.466667,1003,667
138.500000,1004,677
138.533333,1005,681
138.566667,1006,685
138.600000,1007,690
138.633333,1009,694
138.666667,1010,697
138.700000,1011,699
138.733333,1012,701
138.766667,1014,705
138.800000,1015,708
138.833333,1016,710
138.866667,1017,711
138.900000,1018,712
138.933333,1018,712
138.966667,1019,715
139.000000,1019,715
139.033333,1022,715
139.066667,1024,714
139.100000,1025,714
139.133333,1027,713
139.166667,1027,712
139.200000,1028,711
139.233333,1029,710
139.266667,1030,707
139.300000,1030,705
139.333333,1031,703
139.366667,1032,701
139.400000,1033,697
139.433333,1033,697
139.466667,1036,689
139.500000,1037,685
139.533333,1039,682
139.566667,1040,677
139.600000,1041,672
139.633333,1042,667
139.666667,1043,662
139.700000,1043,657
139.733333,1043,652
139.766667,1044,646
139.800000,1045,641
139.833333,1045,634
139.866667,1046,628
139.900000,1046,628
139.933333,1048,616
139.966667,1048,616
140.000000,1050,602
140.033333,1051,595
140.066667,1051,589
140.100000,1052,582
140.133333,1052,576
140.166667,1052,569
140.200000,1052,563
140.233333,1052,556
140.266667,1052,549
140.300000,1053,542
140.333333,1053,536
140.366667,1054,530
140.400000,1054,523
140.433333,1055,516
140.466667,1055,516
140.500000,1056,504
140.533333,1056,497
140.566667,1055,492
140.600000,1055,487
140.633333,1055,482
140.666667,1055,476
140.700000,1055,470
140.733333,1056,465
140.766667,1056,460
140.800000,1056,456
140.833333,1056,452
140.866667,1056,447
140.900000,1056,443
140.933333,1056,440
140.966667,1056,440
141.000000,1055,434
141.033333,1054,431
141.066667,1054,429
141.100000,1053,426
141.133333,1053,425
141.166667,1053,423
141.200000,1052,422
141.233333,1052,421
141.266667,1052,420
141.300000,1052,420
141.333333,1051,419
141.366667,1051,420
141.400000,1051,420
141.433333,1049,422
141.466667,1049,423
141.500000,1049,423
141.533333,1047,427
141.566667,1047,427
141.600000,1046,432
141.633333,1046,434
141.666667,1045,437
141.700000,1045,441
141.733333,1044,445
141.766667,1043,449
141.800000,1043,453
141.833333,1042,457
141.866667,1041,462
141.900000,1040,467
141.933333,1039,473
141.966667,1038,478
142.000000,1037,483
142.033333,1037,483
142.066667,1036,495
142.100000,1035,501
142.133333,1034,507
142.166667,1034,507
142.200000,1033,521
142.233333,1032,527
142.266667,1031,534
142.300000,1030,541
142.333333,1029,548
142.366667,1028,555
142.400000,1027,562
142.433333,1026,568
142.466667,1025,576
142.500000,1024,583
142.533333,1024,583
142.566667,1023,597
142.600000,1022,603
142.633333,1021,609
142.666667,1020,616
142.700000,1019,623
142.733333,1018,629
142.766667,1017,636
142.800000,1016,642
142.833333,1016,648
142.866667,1015,654
142.900000,1014,659
142.933333,1014,659
142.966667,1012,670
143.000000,1011,675
143.033333,1011,675
143.066667,1010,684
143.100000,1009,688
143.133333,1008,692
143.166667,1007,696
143.200000,1007,700
143.233333,1006,703
143.266667,1006,706
